id_normativo;orgao;tipo;ano;numero;titulo;link;link_dou;assunto;dt_captura;dt_emissao;dt_publicacao_dou;dt_modificacao;dt_retificacao;texto
493;BACEN;"Ato de Diretor";2013;471;"Ato de Diretor nº 471, de 4/2/2013";NULL;NULL;"Arquivamento dos autos do inquérito instaurado em decorrência da decretação do regime de liquidação extrajudicial.";2019-01-11;2013-02-04;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 18, inciso XV, do Regimento Interno, com base no art. 44 da Lei 6.024, de 13 de março de 1.974, tendo em vista as conclusões dos relatórios e os pareceres que apreciaram os trabalhos da Comissão nomeada pelo ATO DE DIRETOR Nº 418, de 9.5.2011, publicado no Diário Oficial da União de 10.5.2011, conforme consta do Processo n<sup>º </sup>1201542874,	R E S O L V E:	Fica arquivado o INQUÉRITO realizado na empresa MORADA INFORMÁTICA E SERVIÇOS TÉCNICOS LTDA. (CNPJ 27.839.869/0001-80), com sede no Rio de Janeiro (RJ).		                       Sidnei Corrêa Marques"
494;BACEN;"Ato de Diretor";2015;575;"Ato de Diretor nº 575, de 19/11/2015";NULL;NULL;"Prorroga prazo para conclusão de inquérito - Fluxo Corretora de Câmbio S.A. - Em liquidação extrajudicial.";2019-01-11;2015-11-19;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, § 2º, da Lei nº 6.024, de 13 de março de 1974, e nos arts. 4º e 7º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E :	Fica prorrogado por trinta dias, a contar de 24 de novembro de 2015, o prazo para conclusão do inquérito instaurado na Fluxo Corretora de Câmbio S.A. - Em liquidação extrajudicial (CNPJ 34.562.942/0001-85), com sede na cidade de Barueri (SP). A dissolução da Comissão somente se operará nos termos do art. 37 da Portaria nº 82.265, de 9 de setembro de 2014.	 	                  Sidnei Corrêa Marques"
495;BACEN;"Ato de Diretor";2016;606;"Ato de Diretor nº 606, de 2/9/2016";NULL;NULL;"Catedral Corretora de Câmbio e Títulos Mobiliários Ltda. - Arquivamento dos autos do inquérito instaurado em decorrência da decretação do regime de liquidação extrajudicial.";2019-01-11;2016-09-02;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das competências que lhe confere o art. 17, inciso VII, do Regimento Interno, com base no art. 44 da Lei nº 6.024, de 13 de março de 1.974, e nos arts. 28, parágrafo único, e 31 do Regulamento anexo à Portaria nº 82.265, de 9 de setembro de 2014, tendo em vista as conclusões do relatório e os pareceres que apreciaram os trabalhos da Comissão nomeada pelo Ato de Diretor nº 573, de 4 de novembro de 2015, publicado no Diário Oficial da União de 5 de novembro de 2015, conforme consta do Processo nº 94573,	R E S O L V E :	Fica arquivado o INQUÉRITO realizado na Catedral Corretora de Câmbio e Títulos Mobiliários Ltda. (CNPJ 15.230.501/0001-31), com sede em Salvador (BA).	 	                Sidnei Corrêa Marques"
496;BACEN;"Ato de Diretor";2016;611;"Ato de Diretor nº 611, de 3/10/2016";NULL;NULL;"Arquiva o inquérito instaurado na Pioneer Corretora de Câmbio Ltda., em decorrência da decretação do regime de liquidação extrajudicial.";2019-01-11;2016-10-03;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 17, inciso VII, do Regimento Interno, com base no art. 44 da Lei nº 6.024, de 13 de março de 1974, e nos arts. 28, parágrafo único, e 31 do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014, e tendo em vista as conclusões do relatório e os pareceres que apreciaram os trabalhos da Comissão nomeada pelo Ato de Diretor nº 572, de 4 de novembro de 2015, publicado no Diário Oficial da União de 5 de novembro de 2015, conforme consta do Processo Eletrônico nº 94574,	R E S O L V E :	Fica arquivado o inquérito realizado na Pioneer Corretora de Câmbio Ltda. – Em liquidação extrajudicial (CNPJ 69.251.239/0001-30), com sede em São Paulo (SP).	 	                    Sidnei Corrêa Marques"
497;BACEN;"Ato de Diretor";2014;536;"Ato de Diretor nº 536, de 8/12/2014";NULL;NULL;"Banco Rural de Investimentos S.A. - em Liquidação Extrajudicial - Arquivamento dos autos do inquérito administrativo instaurado em decorrência da decretação do regime de liquidação extrajudicial.";2019-01-11;2014-12-08;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 18, inciso XV, do Regimento Interno, com fundamento no art. 44 da Lei nº 6.024, de 13 de março de 1974, e nos arts. 28, parágrafo único, e 31 da Portaria nº 82.265, de 9 de setembro de 2014,	Considerando as conclusões expostas no relatório dos trabalhos da Comissão de Inquérito nomeada pelo Ato de Diretor nº 502, de 19 de agosto de 2013, publicado no Diário Oficial da União de 20 de agosto de 2013, conforme Processo nº 1401596244, no sentido de que foi apurada a inexistência de passivo a descoberto no Banco Rural de Investimentos S.A. - em Liquidação Extrajudicial e a falta de evidências de que o Banco Rural de Investimentos S.A. - em Liquidação Extrajudicial tenha sido utilizado como instrumento para a prática de ilícitos no âmbito do grupo econômico ou para a dissimulação de ativos das demais instituições integrantes do conglomerado liderado pelo Banco Rural S.A. - em Liquidação Extrajudicial,	R E S O L V E :	Art. 1° Fica arquivado o inquérito realizado no Banco Rural de Investimentos S.A. - em Liquidação Extrajudicial, CNPJ 32.173.023/0001-94, com sede em Belo Horizonte (MG).			                                Sidnei Corrêa Marques"
498;BACEN;"Ato de Diretor";2015;545;"Ato de Diretor nº 545, de 23/4/2015";NULL;NULL;"Guarumoto Administração de Consórcios S/C Ltda. - Em liquidação extrajudicial - prorrogação do prazo para conclusão dos trabalhos.";2019-01-11;2015-04-23;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e no art. 7º, §2º e §3º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E:	Fica prorrogado por 30 (trinta) dias, a contar de 30 de abril de 2015, o prazo para conclusão do inquérito instaurado na Guarumoto Administração de Consórcios S/C Ltda. – Em liquidação extrajudicial (CNPJ 51.260.933/0001-59), com sede na cidade de Guarulhos (SP).	 	              SIDNEI CORRÊA MARQUES"
499;BACEN;"Ato de Diretor";2016;610;"Ato de Diretor nº 610, de 16/9/2016";NULL;NULL;"Previbank S.A. Distribuidora de Títulos e Valores Mobiliários - Arquivamento dos autos do inquérito instaurado em decorrência da decretação do regime de liquidação extrajudicial.";2019-01-11;2016-09-16;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 17, inciso VII, do Regimento Interno, com base no art. 44 da Lei nº 6.024, de 13 de março de 1.974, e nos arts. 28, parágrafo único, e 31 do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014, tendo em vista as conclusões do relatório e os pareceres que apreciaram os trabalhos da Comissão nomeada pelo Ato de Diretor nº 570, de 4 de novembro de 2015, publicado no Diário Oficial da União de 5 de novembro de 2015, conforme consta do Processo nº 94578,	R E S O L V E :	Fica arquivado o INQUÉRITO realizado na Previbank S.A. Distribuidora de Títulos e Valores Mobiliários - Em liquidação extrajudicial (CNPJ 06.917.793/0001-94), com sede em Fortaleza (CE).	 	                   Sidnei Corrêa Marques"
500;BACEN;"Ato de Diretor";2014;537;"Ato de Diretor nº 537, de 8/12/2014";NULL;NULL;"Banco Simples S.A. - em Liquidação Extrajudicial - Arquivamento dos autos do inquérito administrativo instaurado em decorrência da decretação do regime de liquidação extrajudicial";2019-01-11;2014-12-08;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 18, inciso XV, do Regimento Interno, com fundamento no art. 44 da Lei nº 6.024, de 13 de março de 1974, e nos arts. 28, parágrafo único, e 31 da Portaria nº 82.265, de 9 de setembro de 2014,	Considerando as conclusões expostas no relatório dos trabalhos da Comissão de Inquérito nomeada pelo Ato de Diretor nº 502, de 19 de agosto de 2013, publicado no Diário Oficial da União de 20 de agosto de 2013, conforme Processo nº 1401596244, no sentido de que foi apurada a inexistência de passivo a descoberto no Banco Simples S.A. - em Liquidação Extrajudicial e a falta de evidências de que o Banco Simples S.A. - em Liquidação Extrajudicial tenha sido utilizado como instrumento para a prática de ilícitos no âmbito do grupo econômico ou para a dissimulação de ativos das demais instituições integrantes do conglomerado liderado pelo Banco Rural S.A. - em Liquidação Extrajudicial,	R E S O L V E :	Art. 1°  Fica arquivado o inquérito realizado no Banco Simples S.A. - em Liquidação Extrajudicial, CNPJ 10.995.587/0001-70, com sede em Recife (PE).			                                 Sidnei Corrêa Marques"
501;BACEN;"Ato de Diretor";2015;542;"Ato de Diretor nº 542, de 6/3/2015";NULL;NULL;"Corval Corretora de Valores Mobiliários S.A. - Em liquidação extrajudicial - prorrogação do prazo para conclusão do inquérito.";2019-01-11;2015-03-06;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e no art. 7º, §2º e §3º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014, 	R E S O L V E: 	Fica prorrogado por 60 (sessenta) dias, a contar de 10 de março de 2015, o prazo para conclusão do inquérito instaurado na Corval Corretora de Valores Mobiliários S.A. – Em liquidação extrajudicial (CNPJ 17.312.786/0001-85), com sede na cidade de Belo Horizonte (MG).	 	              Sidnei Corrêa Marques"
502;BACEN;"Ato de Diretor";2015;546;"Ato de Diretor nº 546, de 7/5/2015";NULL;NULL;"Corval Corretora de Valores Mobiliários S.A. - Em liquidação extrajudicial - prorrogação do prazo para conclusão do inquérito.";2019-01-11;2015-05-07;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e no art. 7º, § 2º e § 3º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E :	Fica prorrogado por 90 (noventa) dias, a contar de 9 de maio de 2015, o prazo para conclusão do inquérito instaurado na Corval Corretora de Valores Mobiliários S.A. – Em liquidação extrajudicial (CNPJ 17.312.786/0001-85), com sede na cidade de Belo Horizonte (MG).	 	                  Sidnei Corrêa Marques"
503;BACEN;"Ato de Diretor";2016;614;"Ato de Diretor nº 614, de 18/11/2016";NULL;NULL;"Declara cessada a liquidação extrajudicial da Moeda Sociedade Corretora de Câmbio Ltda.";2019-01-11;2016-11-18;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 17, inciso V, do Regimento Interno, com redação dada pela Portaria nº 91.163, de 17 de novembro de 2016, e com fundamento no art. 19, alínea “b”, da Lei nº 6.024, de 13 de março de 1974,	R E S O L V E :	Art. 1º  Fica cessada a liquidação extrajudicial a que a Moeda Sociedade Corretora de Câmbio Ltda., CNPJ 43.653.450/0001-96, foi submetida pelo Ato n.º 1.315, de 18 de dezembro de 2015, publicado no Diário Oficial da União de 21 de dezembro de 2015.	Art. 2º  Fica dispensado o Senhor Eduardo Felix Bianchini, carteira de identidade 5436983 SSP/SP e CPF 096.514.621-91, do encargo de liquidante.	 	                  SIDNEI CORRÊA MARQUES"
504;BACEN;"Ato de Diretor";2016;601;"Ato de Diretor nº 601, de 1/7/2016";NULL;NULL;"Arquiva o inquérito realizado na Titur Corretora de Câmbio Ltda., em decorrência da decretação do regime de liquidação extrajudicial.";2019-01-11;2016-07-01;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das competências que lhe confere o art. 17, inciso VII, do Regimento Interno, com base no art. 44 da Lei nº 6.024, de 13 de março de 1974, e nos arts. 28, parágrafo único, e 31 do regulamento anexo à Portaria nº 82.265, de 9 de setembro de 2014, tendo em vista as conclusões do relatório e os pareceres que apreciaram os trabalhos da Comissão nomeada pelo Ato de Diretor nº 571, de 4 de novembro de 2015, publicado no Diário Oficial da União de 5 de novembro de 2015, conforme consta do Processo nº 1601616431,	R E S O L V E :	Fica arquivado o INQUÉRITO realizado na Titur Corretora de Câmbio Ltda. – Em liquidação extrajudicial (CNPJ 19.878.228/0001-07), com sede em Niterói (RJ).	 	                     Sidnei Corrêa Marques"
505;BACEN;"Ato de Diretor";2015;540;"Ato de Diretor nº 540, de 26/1/2015";NULL;NULL;"LC Administradora de Consórcios Ltda. - Em liquidação extrajudicial. Prorroga prazo para conclusão de inquérito.";2019-01-11;2015-01-26;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL Substituto, no uso das atribuições que lhe confere o art. 18, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e no art. 7º, § 2º e § 3º, do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E :	Fica prorrogado por 30 (trinta) dias, a contar de 28 de janeiro de 2015, o prazo para conclusão do inquérito instaurado na LC Administradora de Consórcios Ltda. – Em liquidação extrajudicial (CNPJ 92.005.685/0001-87), com sede na cidade de Palmeira das Missões (RS).	                  Altamir Lopes"
506;BACEN;"Ato de Diretor";2015;548;"Ato de Diretor nº 548, de 13/5/2015";NULL;NULL;"Corval Corretora de Valores Mobiliários S.A. - Em liquidação extrajudicial - Designa servidor para integrar comissão de inquérito.";2019-01-11;2015-05-13;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 17, inciso III, do Regimento Interno, com base no art. 41 da Lei nº 6.024, de 13 de março de 1974, e nos arts. 4º e 5º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	 R E S O L V E:	 Fica designado, para a função de Relator, o servidor VALTER GUEDES DOS SANTOS, matrícula 9.450.600-0, para integrar a Comissão de Inquérito da Corval Corretora de Valores Mobiliários S.A. – Em liquidação extrajudicial (CNPJ 17.312.786/0001-85), com sede na cidade de Belo Horizonte (MG), nomeada pelo Ato de Diretor nº 533, de 21 de novembro de 2014, publicado no DOU de 24 de novembro de 2014.	  	                   Sidnei Corrêa Marques"
507;BACEN;"Ato de Diretor";2015;541;"Ato de Diretor nº 541, de 26/2/2015";NULL;NULL;"Guarumoto Administração de Consórcios S/C Ltda. - Em liquidação extrajudicial - prorrogação do prazo para conclusão dos trabalhos.";2019-01-11;2015-02-26;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, substituto, no uso das atribuições que lhe confere o art. 18, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e no art. 7º, §2º e §3º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014, 	R E S O L V E: 	Fica prorrogado por 60 (sessenta) dias, a contar de 1º de março de 2015, o prazo para conclusão do inquérito instaurado na Guarumoto Administração de Consórcios S/C Ltda. – Em liquidação extrajudicial (CNPJ 51.260.933/0001-59), com sede na cidade de Guarulhos (SP).	 	              Anthero de Moraes Meirelles"
508;BACEN;"Ato de Diretor";2018;631;"Ato de Diretor nº 631, de 26/4/2018";NULL;NULL;"Decreta o encerramento da liquidação extrajudicial da Marcas Reunidas Administradora de Consórcios S/C Ltda.";2019-01-11;2018-04-26;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e de Resolução do Banco Central do Brasil, no uso da competência estabelecida pelo art. 17, inciso V, do Regimento Interno, com fundamento no art. 19, inciso I, alínea “e”, da Lei nº 6.024, de 13 de março de 1974, na redação dada pela Lei nº 13.506, de 13 de novembro de 2017, e considerando o que mais consta do PE 114163,	R E S O L V E :	Art. 1º  Fica cessada a liquidação extrajudicial a que a Marcas Reunidas Administradora de Consórcios S/C Ltda., CNPJ 53.329.603/0001-06, foi submetida pelo Ato-Presi nº 968, de 16 de maio de 2002, publicado no Diário Oficial de União de 17 de maio de 2002.	Art. 2º  Fica dispensado o Senhor Valdor Faccio, carteira de identidade 559.807 – SSP/PR e CPF 157.313.759-68, do encargo de liquidante.	 	                Sidnei Corrêa Marques"
509;BACEN;"Ato de Diretor";2018;628;"Ato de Diretor nº 628, de 16/4/2018";NULL;NULL;"Decreta o encerramento da liquidação extrajudicial da Lojicred Distribuidora de Títulos e Valores Mobiliários S/A.";2019-01-11;2018-04-16;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e de Resolução do Banco Central do Brasil, no uso da competência estabelecida pelo art. 17, inciso V, do Regimento Interno, com fundamento no art. 19, inciso I, alínea “e”, da Lei nº 6.024, de 13 de março de 1974, com redação dada pela Lei nº 13.506, de 13 de novembro de 2017, e considerando o que mais consta do PE 117279,	R E S O L V E :	Art. 1º Fica cessada a liquidação extrajudicial a que a Lojicred Distribuidora de Títulos e Valores Mobiliários S/A, CNPJ 43.652.882/0001-82, foi submetida pelo Ato do Presidente de 4 de junho de 1987, publicado no Diário Oficial de União de 8 de junho de 1987.	Art. 2º Fica dispensado o Senhor José Moretzsohn de Castro, carteira de identidade 5447317 – SSP/SP e CPF 114.144.641-34, do encargo de liquidante.	 	                  Sidnei Corrêa Marques"
510;BACEN;"Ato de Diretor";2014;534;"Ato de Diretor nº 534, de 26/11/2014";NULL;NULL;"LC Administradora de Consórcios Ltda. - Em liquidação extrajudicial. Prorroga prazo para conclusão de inquérito.";2019-01-11;2014-11-26;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 18, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e no art. 7º, § 2º e § 3º, do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E:	Fica prorrogado por 60 (sessenta) dias, a contar de 29 de novembro de 2014, o prazo para conclusão do inquérito instaurado na LC Administradora de Consórcios Ltda. – Em liquidação extrajudicial (CNPJ 92.005.685/0001-87), com sede na cidade de Palmeira das Missões (RS).			                            Sidnei Corrêa Marques"
511;BACEN;"Ato de Diretor";2015;553;"Ato de Diretor nº 553, de 12/6/2015";NULL;NULL;"Distri-Cash Distribuidora de Títulos e Valores Mobiliários S.A. - Em liquidação extrajudicial - prorrogação do prazo para conclusão do inquérito.";2019-01-11;2015-06-12;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e nos arts. 4º e 7º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E:	Fica prorrogado por 90 (noventa) dias, a contar de 19 de junho de 2015, o prazo para conclusão do inquérito instaurado na Distri-Cash Distribuidora de Títulos e Valores Mobiliários S.A. - Em liquidação extrajudicial (CNPJ 10.838.114/0001-69), com sede na cidade de Poços de Caldas (MG).	 	              Sidnei Corrêa Marques"
512;BACEN;"Ato de Diretor";2016;578;"Ato de Diretor nº 578, de 14/1/2016";NULL;NULL;"Designa servidora para integrar comissão de inquérito - Previbank S.A. Distribuidora de Títulos e Valores Mobiliários - Em liquidação extrajudicial (CNPJ 06.917.793/0001-94).";2019-01-11;2016-01-14;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 17, inciso III, do Regimento Interno, com base no art. 41 da Lei nº 6.024, de 13 de março de 1974, e nos arts. 4º e 5º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E :	Fica designada, para a função de relatora, a servidora Thais Amaral Lucena, matrícula 9.306.637-6, para integrar a comissão de inquérito da Previbank S.A. Distribuidora de Títulos e Valores Mobiliários – Em liquidação extrajudicial (CNPJ 06.917.793/0001-94), com sede na cidade de Fortaleza (CE), nomeada pelo Ato de Diretor nº 570, de 4 de novembro de 2015, publicado no DOU de 5 de novembro de 2015.	 	                    Sidnei Corrêa Marques"
513;BACEN;"Ato de Diretor";2016;577;"Ato de Diretor nº 577, de 7/1/2016";NULL;NULL;"Banco BRJ S.A. - Em liquidação extrajudicial - prorrogação do prazo para conclusão do inquérito.";2019-01-11;2016-01-07;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e nos arts. 4º e 7º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E :	Fica prorrogado por 60 (sessenta) dias, a contar de 13 de janeiro de 2016, o prazo para conclusão do inquérito instaurado no Banco BRJ S.A. - Em liquidação extrajudicial (CNPJ 27.937.333/0001-06), com sede no Rio de Janeiro (RJ). A dissolução da Comissão somente se operará nos termos do Regulamento Anexo do art. 37 da Portaria 82.265, de 2014.	 	                 Sidnei Corrêa Marques"
514;BACEN;"Ato de Diretor";2012;469;"Ato de Diretor nº 469, de 17/12/2012";NULL;NULL;"Arquivamento dos autos do inquérito instaurado em decorrência da decretação do regime de liquidação extrajudicial.";2019-01-11;2012-12-17;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 18, inciso XV, do Regimento Interno, com base no art. 44 da Lei 6.024, de 13 de março de 1.974, tendo em vista as conclusões dos relatórios e os pareceres que apreciaram os trabalhos da Comissão nomeada pelo ATO DE DIRETOR 427, de 13.7.2012, publicado no Diário Oficial da União de 14.07.2011, conforme consta do Processo nº 1201546100,	R E S O L V E:	Fica arquivado o INQUÉRITO realizado na empresa BANCOM SOCIEDADE CORRETORA DE CÂMBIO S.A. (CNPJ 67.212.035/0001-65), com sede em São Bernardo do Campo (SP).	 	 	Sidnei Correa Marques"
515;BACEN;"Ato de Diretor";2015;561;"Ato de Diretor nº 561, de 20/8/2015";NULL;NULL;"Fluxo Corretora de Câmbio S.A. - Em liquidação extrajudicial - prorrogação do prazo para conclusão do inquérito.";2019-01-11;2015-08-20;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, § 2º, da Lei nº 6.024, de 13 de março de 1974, e nos arts. 4º e 7º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E :	Fica prorrogado por 90 (noventa) dias, a contar de 26 de agosto de 2015, o prazo para conclusão do inquérito instaurado na Fluxo Corretora de Câmbio S.A. - Em liquidação extrajudicial (CNPJ 34.562.942/0001-85), com sede na cidade de Barueri (SP). A dissolução da Comissão somente se operará nos termos do art. 37 da Portaria 82.265, de 2014.	 	               Sidnei Corrêa Marques"
516;BACEN;"Ato de Diretor";2015;566;"Ato de Diretor nº 566, de 28/9/2015";NULL;NULL;"D.N Administradora de Consórcios Ltda. - Em liquidação extrajudicial - prorrogação do prazo para conclusão do inquérito.";2019-01-11;2015-09-28;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do BANCO CENTRAL DO BRASIL, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, parágrafo 2º, da Lei nº 6.024, de 13 de março de 1974, e nos arts. 4º e 7º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E:	Fica prorrogado por 90 (noventa) dias, a contar de 29 de setembro de 2015, o prazo para conclusão do inquérito instaurado na D.N Administradora de Consórcios Ltda. - Em liquidação extrajudicial (CNPJ 25.529.983/0001-89), com sede na cidade de Janaúba (MG).	 	                 Sidnei Corrêa Marques"
517;BACEN;"Ato de Diretor";2015;562;"Ato de Diretor nº 562, de 20/8/2015";NULL;NULL;"AJB Cred - Sociedade de Crédito ao Microempreendedor e à Empresa de Pequeno Porte Ltda - Em liquidação extrajudicial - prorrogação do prazo para conclusão do inquérito.";2019-01-11;2015-08-20;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 17, inciso IV, do Regimento Interno, com base no art. 41, § 2º, da Lei nº 6.024, de 13 de março de 1974, e nos arts. 4º e 7º do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014,	R E S O L V E :	Fica prorrogado por 60 (sessenta) dias, a contar de 24 de agosto de 2015, o prazo para conclusão do inquérito instaurado na AJB CRED – Sociedade de Crédito ao Microempreendedor e à Empresa de Pequeno Porte Ltda - Em Liquidação Extrajudicial (CNPJ 10.494.944/0001-16), com sede na cidade de Florianópolis (SC), ressalvando que a dissolução da Comissão somente se operará nos termos do art. 37 do Regulamento Anexo à Portaria nº 82.265.  	 	                   Sidnei Corrêa Marques"
518;BACEN;"Ato de Diretor";2016;613;"Ato de Diretor nº 613, de 7/11/2016";NULL;NULL;"Arquiva o inquérito instaurado na Moeda Sociedade Corretora de Câmbio Ltda., em decorrência da decretação do regime de liquidação extrajudicial.";2019-01-11;2016-11-07;NULL;NULL;NULL;"O Diretor de Organização do Sistema Financeiro e Controle de Operações do Crédito Rural do Banco Central do Brasil, no uso das atribuições que lhe confere o art. 17, inciso VII, do Regimento Interno, com base no art. 44 da Lei nº 6.024, de 13 de março de 1974, e nos arts. 28, parágrafo único, e 31 do Regulamento Anexo à Portaria nº 82.265, de 9 de setembro de 2014, tendo em vista as conclusões do relatório e os pareceres que apreciaram os trabalhos da Comissão nomeada pelo Ato de Diretor nº 582, de 16 de fevereiro de 2016, publicado no Diário Oficial da União de 18 de fevereiro de 2016, conforme consta do Processo Eletrônico nº 98987,	R E S O L V E :	Fica arquivado o inquérito realizado na Moeda Sociedade Corretora de Câmbio Ltda. – Em liquidação extrajudicial (CNPJ 43.653.450/0001-96), com sede na cidade de São Paulo (SP).	 	                     Sidnei Corrêa Marques"
